,id,district,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area
546,21196,San Andrés,64.0,2,1,149999,2344
547,21195,Villaverde,98.0,3,2,219000,2235
548,21194,San Andrés,54.0,2,1,96600,1789
549,21193,Los Ángeles,62.0,2,1,111113,1792
550,21192,San Andrés,103.0,3,1,159000,1544
551,21191,San Andrés,95.0,2,2,154500,1626
552,21190,Villaverde,78.0,2,1,146800,1882
553,21189,Los Ángeles,72.0,2,1,139000,1931
554,21188,San Cristóbal,60.0,3,1,66000,1100
555,21187,San Cristóbal,60.0,2,1,70000,1167
556,21186,San Andrés,59.0,2,2,99000,1678
557,21185,San Andrés,90.0,3,1,190000,2111
558,21184,San Andrés,61.0,2,1,93000,1525
559,21183,San Cristóbal,73.0,3,1,79900,1095
560,21182,Los Ángeles,97.0,4,1,149000,1536
561,21181,Butarque,76.0,3,1,140000,1842
562,21180,San Andrés,108.0,3,1,143900,1332
563,21179,Butarque,187.0,3,2,295000,1578
564,21178,San Andrés,62.0,2,1,107000,1726
566,21176,Butarque,89.0,2,2,250000,2809
567,21175,Los Rosales,68.0,2,1,164000,2412
568,21174,San Cristóbal,65.0,3,1,108000,1662
569,21173,San Andrés,114.0,4,2,257000,2254
570,21172,Los Ángeles,70.0,3,1,119000,1700
571,21171,Butarque,55.0,2,1,99900,1816
572,21170,Butarque,90.0,2,1,215000,2389
573,21169,San Andrés,67.0,3,1,99000,1478
574,21168,Butarque,110.0,2,2,225000,2045
575,21167,Butarque,125.0,3,3,275000,2200
576,21166,Los Ángeles,65.0,3,1,85000,1308
577,21165,San Cristóbal,57.0,3,1,109000,1912
578,21164,Villaverde,125.0,3,2,210000,1680
579,21163,San Cristóbal,80.0,3,2,130000,1625
580,21162,San Andrés,110.0,4,1,199000,1809
581,21161,Butarque,125.0,3,3,275000,2200
582,21160,Los Rosales,93.0,3,1,125000,1344
583,21159,Butarque,120.0,3,2,250000,2083
584,21158,Butarque,78.0,2,1,198500,2545
585,21157,Butarque,147.0,4,2,350000,2381
586,21156,Los Rosales,52.0,2,1,99900,1921
587,21155,San Andrés,100.0,3,2,137260,1373
588,21154,Los Ángeles,102.0,3,2,245000,2402
589,21153,Butarque,200.0,5,3,330000,1650
590,21152,Villaverde,69.0,2,1,119000,1725
591,21151,Villaverde,104.0,3,2,305000,2933
592,21150,Villaverde,80.0,3,1,107260,1341
593,21149,San Andrés,65.0,3,1,99000,1523
594,21148,San Cristóbal,62.0,2,1,93000,1500
595,21147,Butarque,69.0,3,1,97000,1406
596,21146,San Cristóbal,65.0,3,1,95000,1462
597,21145,Los Rosales,80.0,3,1,128000,1600
598,21144,Butarque,116.0,3,2,280000,2414
599,21143,Butarque,160.0,4,2,450000,2812
600,21142,Los Ángeles,83.0,3,1,147000,1771
601,21141,San Andrés,75.0,2,1,128000,1707
602,21140,San Andrés,110.0,4,1,199000,1809
603,21139,Los Rosales,75.0,3,1,125000,1667
604,21138,San Cristóbal,60.0,3,1,110000,1833
605,21137,Los Rosales,75.0,2,1,125000,1667
606,21136,San Andrés,78.0,3,1,108300,1388
607,21135,Butarque,106.0,3,2,249500,2354
608,21134,Butarque,65.0,3,1,124000,1908
609,21133,Los Rosales,70.0,2,1,202000,2886
610,21132,Villaverde,95.0,3,2,164000,1726
611,21131,San Andrés,90.0,3,2,179000,1989
612,21130,Villaverde,79.0,3,1,135000,1709
613,21129,Villaverde,54.0,1,1,119000,2204
614,21128,Los Rosales,78.0,2,1,107900,1383
615,21127,San Andrés,109.0,3,1,139000,1275
616,21126,Los Rosales,100.0,3,1,184000,1840
617,21125,Los Ángeles,125.0,4,2,175000,1400
618,21124,Butarque,50.0,2,1,99000,1980
619,21123,San Andrés,70.0,3,1,99000,1414
620,21122,San Cristóbal,56.0,3,1,78000,1393
621,21121,San Cristóbal,60.0,2,1,68260,1138
622,21120,Los Rosales,98.0,2,2,257000,2622
623,21119,Butarque,104.0,3,2,155000,1490
624,21118,Los Rosales,125.0,3,2,210000,1680
625,21117,Butarque,133.0,3,3,239000,1797
626,21116,Los Rosales,114.0,3,2,175000,1535
627,21115,Los Ángeles,90.0,4,1,165000,1833
628,21114,Butarque,124.0,3,2,245000,1976
629,21113,Los Rosales,75.0,3,1,136000,1813
630,21112,San Andrés,70.0,3,1,109000,1557
631,21111,Butarque,162.0,4,2,345000,2130
632,21110,Los Rosales,108.0,3,2,195000,1806
633,21109,Los Ángeles,78.0,3,1,130700,1676
634,21108,Los Ángeles,60.0,1,1,123000,2050
635,21107,San Andrés,63.0,1,1,106900,1697
636,21106,Los Ángeles,75.0,3,1,140000,1867
637,21105,San Andrés,47.0,1,1,139000,2957
638,21104,Los Ángeles,67.0,1,1,104000,1552
639,21103,San Andrés,80.0,4,1,165000,2062
640,21102,Los Ángeles,100.0,3,1,178000,1780
641,21101,Los Rosales,49.0,2,1,145000,2959
642,21100,Butarque,183.0,3,2,295000,1612
643,21099,Butarque,85.0,2,2,185000,2176
644,21098,Butarque,106.0,3,2,245000,2311
645,21097,San Cristóbal,70.0,3,1,108000,1543
646,21096,San Andrés,134.0,4,2,292900,2186
647,21095,San Andrés,107.0,3,2,291000,2720
648,21094,San Andrés,52.0,1,1,124000,2385
649,21093,San Andrés,93.0,2,2,324000,3484
650,21092,San Andrés,85.0,1,1,240000,2824
651,21091,San Andrés,72.0,2,2,170000,2361
652,21090,Los Rosales,99.0,3,2,229000,2313
653,21089,Butarque,112.0,3,2,299000,2670
654,21088,Butarque,144.0,4,2,268000,1861
655,21087,Los Ángeles,76.0,3,2,198307,2609
656,21086,Los Ángeles,77.0,3,2,199306,2588
657,21085,Butarque,103.0,3,2,235293,2284
658,21084,Butarque,105.0,2,2,232695,2216
659,21083,Butarque,105.0,3,2,235815,2246
660,21082,Butarque,106.0,3,2,250356,2362
661,21081,Butarque,105.0,3,2,235305,2241
662,21080,Butarque,105.0,3,2,234990,2238
663,21079,Butarque,103.0,3,2,235815,2289
664,21078,Butarque,103.0,3,2,236227,2293
665,21077,Butarque,105.0,3,2,234990,2238
666,21076,Butarque,103.0,3,2,235293,2284
667,21075,Butarque,114.0,3,2,253291,2222
668,21074,Butarque,103.0,3,2,235172,2283
669,21073,Butarque,106.0,3,2,252891,2386
670,21072,Butarque,105.0,3,2,236154,2249
671,21071,Butarque,103.0,3,2,236227,2293
672,21070,Butarque,98.0,2,2,228208,2329
673,21069,Butarque,105.0,3,2,235402,2242
674,21068,San Andrés,111.0,3,2,285900,2576
675,21067,San Andrés,88.0,3,2,270800,3077
676,21066,San Andrés,91.0,3,2,271200,2980
677,21065,San Andrés,98.0,3,2,264000,2694
678,21064,San Andrés,98.0,3,2,257700,2630
679,21063,San Andrés,98.0,3,2,248300,2534
680,21062,San Andrés,113.0,4,2,290400,2570
681,21061,San Andrés,115.0,4,2,292200,2541
682,21060,San Andrés,95.0,3,2,261100,2748
683,21059,San Andrés,98.0,3,2,258300,2636
684,21058,San Cristóbal,60.0,2,1,130000,2167
685,21057,San Andrés,130.0,2,1,215000,1654
686,21056,Los Rosales,70.0,3,1,129000,1843
687,21055,Los Ángeles,76.0,3,2,196541,2586
688,21054,Villaverde,70.0,3,1,130000,1857
689,21053,San Cristóbal,63.0,3,1,69900,1110
690,21052,San Andrés,51.0,3,1,115000,2255
691,21051,San Andrés,90.0,2,1,139000,1544
692,21050,Los Rosales,55.0,2,1,109000,1982
693,21049,Los Ángeles,73.0,3,1,115000,1575
694,21048,San Andrés,58.0,2,1,108300,1867
695,21047,Los Ángeles,82.0,3,1,163000,1988
696,21046,San Andrés,95.0,3,1,177000,1863
697,21045,Los Rosales,97.0,4,1,160000,1649
698,21044,Los Rosales,65.0,2,1,126000,1938
699,21043,Butarque,56.0,3,1,95000,1696
700,21042,Butarque,122.0,3,2,205000,1680
701,21041,Los Rosales,50.0,2,1,105000,2100
702,21040,Los Rosales,109.0,4,2,149000,1367
703,21039,Los Rosales,85.0,4,2,155000,1824
704,21038,Los Rosales,122.0,3,2,280000,2295
705,21037,Butarque,56.0,3,1,89000,1589
706,21036,Villaverde,56.0,2,1,125900,2248
707,21035,Villaverde,56.0,2,1,79000,1411
708,21034,Butarque,110.0,3,2,240000,2182
709,21033,Butarque,100.0,3,2,205000,2050
710,21032,Los Rosales,68.0,2,1,104000,1529
711,21031,San Andrés,92.0,3,1,136000,1478
712,21030,Butarque,56.0,3,1,100000,1786
713,21029,San Andrés,60.0,2,1,135000,2250
714,21028,Los Rosales,64.0,2,1,112000,1750
715,21027,Los Ángeles,89.0,2,2,170000,1910
716,21026,Los Ángeles,91.0,2,2,173000,1901
717,21025,Los Rosales,72.0,3,1,93556,1299
718,21024,Butarque,90.0,3,2,234990,2611
719,21023,San Andrés,67.0,2,1,148000,2209
720,21022,Los Ángeles,79.0,4,1,129900,1644
721,21021,Los Ángeles,89.0,3,1,165000,1854
722,21020,San Andrés,72.0,2,1,135000,1875
723,21019,Villaverde,93.0,3,2,147000,1581
724,21018,Villaverde,75.0,3,1,130000,1733
725,21017,Villaverde,72.0,3,1,93556,1299
726,21016,Butarque,56.0,3,1,100000,1786
727,21015,San Andrés,55.0,2,1,82000,1491
728,21014,Villaverde,108.0,3,1,152000,1407
729,21013,Villaverde,70.0,2,1,119000,1700
730,21012,Villaverde,59.0,2,1,110000,1864
731,21011,Villaverde,152.0,3,2,340000,2237
732,21010,Los Ángeles,100.0,3,2,185000,1850
733,21009,San Andrés,124.0,3,2,369000,2976
734,21008,Los Ángeles,81.0,3,1,175000,2160
735,21007,San Cristóbal,122.0,4,2,159000,1303
736,21006,Los Ángeles,102.0,3,2,210000,2059
737,21005,Los Ángeles,59.0,3,1,90000,1525
738,21004,San Andrés,66.0,2,1,99000,1500
739,21003,San Andrés,95.0,2,2,145000,1526
740,21002,Butarque,105.0,4,2,251650,2397
741,21001,Villaverde,76.0,3,1,107300,1412
742,21000,Villaverde,61.0,3,1,123000,2016
743,20999,Los Ángeles,96.0,4,1,159000,1656
744,20998,Los Rosales,63.0,2,1,127500,2024
745,20997,San Andrés,55.0,2,1,96600,1756
746,20996,Los Ángeles,97.0,3,2,189000,1948
747,20995,San Andrés,83.0,3,1,159000,1916
748,20994,Los Rosales,79.0,3,1,162000,2051
749,20993,Butarque,105.0,3,2,238000,2267
750,20992,Villaverde,48.0,2,1,97500,2031
751,20991,Los Rosales,80.0,3,1,128000,1600
752,20990,San Cristóbal,61.0,3,1,95000,1557
753,20989,Los Rosales,59.0,2,1,132000,2237
754,20988,San Andrés,59.0,2,1,124000,2102
755,20987,Villaverde,70.0,3,1,107000,1529
756,20986,Villaverde,134.0,4,2,295000,2201
757,20985,Villaverde,63.0,3,1,72000,1143
758,20984,Villaverde,63.0,3,1,100000,1587
759,20983,Villaverde,158.0,3,2,289900,1835
760,20982,Los Ángeles,78.0,3,1,129900,1665
761,20981,Los Ángeles,62.0,2,1,128000,2065
762,20980,Butarque,112.0,4,2,380000,3393
763,20979,Villaverde,88.0,3,1,129500,1472
764,20978,San Andrés,48.0,1,1,85000,1771
765,20977,San Cristóbal,70.0,2,1,97500,1393
766,20976,San Andrés,70.0,2,1,138000,1971
767,20975,Butarque,119.0,3,2,269000,2261
768,20974,Villaverde,84.0,3,2,225000,2679
769,20973,Villaverde,150.0,4,2,268000,1787
770,20972,San Andrés,117.0,2,1,149000,1274
771,20971,Villaverde,89.0,3,2,199000,2236
772,20970,Villaverde,89.0,3,2,262000,2944
773,20969,Villaverde,85.0,3,1,149000,1753
774,20968,Villaverde,66.0,3,1,107500,1629
775,20967,Butarque,103.0,3,2,234927,2281
776,20966,Los Rosales,80.0,4,2,135000,1688
777,20965,Vicálvaro,76.0,2,2,240000,3158
778,20964,Vicálvaro,108.0,3,2,360000,3333
779,20963,Vicálvaro,95.0,3,2,240000,2526
780,20962,Ambroz,66.0,3,1,130000,1970
781,20961,Ambroz,65.0,3,1,122000,1877
782,20960,Casco Histórico de Vicálvaro,60.0,2,1,137000,2283
783,20959,Ambroz,70.0,3,1,250000,3571
784,20958,Casco Histórico de Vicálvaro,117.0,2,2,249000,2128
785,20957,El Cañaveral - Los Berrocales,80.0,2,2,240000,3000
786,20956,El Cañaveral - Los Berrocales,113.0,3,2,286000,2531
787,20955,Ambroz,60.0,2,1,109000,1817
788,20954,Casco Histórico de Vicálvaro,61.0,2,1,125000,2049
789,20953,El Cañaveral - Los Berrocales,129.0,3,2,249000,1930
790,20952,El Cañaveral - Los Berrocales,76.0,1,1,180000,2368
791,20951,Vicálvaro,70.0,3,1,155000,2214
792,20950,Vicálvaro,63.0,3,1,138000,2190
793,20949,El Cañaveral - Los Berrocales,166.0,4,3,442000,2663
794,20948,El Cañaveral - Los Berrocales,167.0,4,3,446000,2671
795,20947,El Cañaveral - Los Berrocales,173.0,4,3,440000,2543
796,20946,Ambroz,73.0,3,1,123800,1696
797,20945,Casco Histórico de Vicálvaro,70.0,3,1,112000,1600
798,20944,Ambroz,71.0,3,1,162000,2282
799,20943,Casco Histórico de Vicálvaro,50.0,2,1,108000,2160
800,20942,Ambroz,92.0,2,2,255000,2772
801,20941,El Cañaveral - Los Berrocales,105.0,2,2,248900,2370
802,20940,Ambroz,73.0,3,1,155000,2123
803,20939,El Cañaveral - Los Berrocales,285.0,4,3,339841,1192
804,20938,El Cañaveral - Los Berrocales,268.0,4,3,338066,1261
805,20937,El Cañaveral - Los Berrocales,268.0,4,3,337631,1260
806,20936,Casco Histórico de Vicálvaro,87.0,2,1,169000,1943
807,20935,Ambroz,60.0,3,1,107500,1792
808,20934,Ambroz,75.0,2,1,191000,2547
809,20933,Vicálvaro,70.0,2,1,165000,2357
810,20932,Vicálvaro,48.0,2,1,119900,2498
811,20931,Vicálvaro,62.0,2,1,130000,2097
812,20930,El Cañaveral - Los Berrocales,143.0,4,3,276822,1936
813,20929,Valdebernardo - Valderribas,86.0,2,2,250000,2907
814,20928,Valdebernardo - Valderribas,78.0,2,2,210000,2692
815,20927,Valdebernardo - Valderribas,137.0,3,2,545000,3978
816,20926,El Cañaveral - Los Berrocales,111.0,3,2,223050,2009
817,20925,El Cañaveral - Los Berrocales,113.0,3,2,218930,1937
818,20924,El Cañaveral - Los Berrocales,83.0,3,2,215300,2594
819,20923,Casco Histórico de Vicálvaro,137.0,2,1,296500,2164
820,20922,El Cañaveral - Los Berrocales,102.0,3,2,289000,2833
821,20921,Valdebernardo - Valderribas,125.0,3,2,278000,2224
822,20920,Vicálvaro,87.0,3,1,194000,2230
823,20919,Vicálvaro,126.0,4,2,415000,3294
824,20918,Vicálvaro,110.0,3,2,290000,2636
825,20917,Casco Histórico de Vicálvaro,60.0,2,1,119900,1998
826,20916,Casco Histórico de Vicálvaro,275.0,5,2,385000,1400
827,20915,Valdebernardo - Valderribas,95.0,2,2,269900,2841
828,20914,Casco Histórico de Vicálvaro,85.0,3,1,194000,2282
829,20913,Vicálvaro,106.0,3,2,278000,2623
830,20912,Vicálvaro,130.0,4,2,455000,3500
831,20911,Valdebernardo - Valderribas,91.0,2,2,269900,2966
832,20910,Valdebernardo - Valderribas,110.0,3,2,290000,2636
833,20909,Casco Histórico de Vicálvaro,73.0,3,1,142000,1945
834,20908,Valdebernardo - Valderribas,108.0,3,3,329000,3046
835,20907,El Cañaveral - Los Berrocales,96.0,2,2,279000,2906
836,20906,Valdebernardo - Valderribas,119.0,3,1,293000,2462
837,20905,Valdebernardo - Valderribas,126.0,3,2,317000,2516
838,20904,Ambroz,80.0,3,1,145000,1812
839,20903,Ambroz,64.0,2,1,125000,1953
840,20902,El Cañaveral - Los Berrocales,96.0,3,2,268000,2792
841,20901,Casco Histórico de Vicálvaro,60.0,2,1,159000,2650
842,20900,Casco Histórico de Vicálvaro,120.0,4,1,239000,1992
843,20899,El Cañaveral - Los Berrocales,87.0,2,2,245000,2816
844,20898,El Cañaveral - Los Berrocales,54.0,1,1,170000,3148
845,20897,El Cañaveral - Los Berrocales,102.0,3,2,255500,2505
846,20896,El Cañaveral - Los Berrocales,116.0,3,2,293500,2530
847,20895,El Cañaveral - Los Berrocales,127.0,3,3,323000,2543
848,20894,El Cañaveral - Los Berrocales,122.0,2,2,236000,1934
849,20893,El Cañaveral - Los Berrocales,154.0,3,2,299900,1947
850,20892,El Cañaveral - Los Berrocales,97.0,2,2,238000,2454
851,20891,Casco Histórico de Vicálvaro,86.0,2,2,260000,3023
852,20890,Casco Histórico de Vicálvaro,82.0,2,2,243000,2963
853,20889,Casco Histórico de Vicálvaro,112.0,3,2,324000,2893
854,20888,Casco Histórico de Vicálvaro,108.0,3,2,323000,2991
855,20887,El Cañaveral - Los Berrocales,100.0,3,2,243000,2430
856,20886,Casco Histórico de Vicálvaro,130.0,3,2,496000,3815
857,20885,Casco Histórico de Vicálvaro,128.0,3,2,356000,2781
858,20884,El Cañaveral - Los Berrocales,105.0,3,2,229000,2181
859,20883,Ambroz,59.0,2,1,90000,1525
860,20882,Ambroz,100.0,3,2,269900,2699
861,20881,El Cañaveral - Los Berrocales,177.0,4,3,360000,2034
862,20880,Casco Histórico de Vicálvaro,103.0,2,2,247800,2406
863,20879,El Cañaveral - Los Berrocales,106.0,3,2,260000,2453
864,20878,El Cañaveral - Los Berrocales,115.0,3,2,305000,2652
865,20877,El Cañaveral - Los Berrocales,96.0,2,2,269000,2802
866,20876,El Cañaveral - Los Berrocales,125.0,3,2,353000,2824
867,20875,El Cañaveral - Los Berrocales,106.0,2,2,249900,2358
868,20874,El Cañaveral - Los Berrocales,113.0,3,2,286038,2531
869,20873,Valdebernardo - Valderribas,105.0,3,3,225000,2143
870,20872,Vicálvaro,57.0,2,1,115000,2018
871,20871,Vicálvaro,51.0,2,1,110000,2157
872,20870,Vicálvaro,77.0,3,1,151300,1965
873,20869,Vicálvaro,63.0,3,1,145000,2302
874,20868,Vicálvaro,60.0,3,1,135000,2250
875,20867,Vicálvaro,95.0,3,2,225000,2368
876,20866,Valdebernardo - Valderribas,124.0,4,2,286000,2306
877,20865,El Cañaveral - Los Berrocales,149.0,4,3,334000,2242
878,20864,El Cañaveral - Los Berrocales,149.0,4,3,343000,2302
879,20863,Ambroz,63.0,3,1,139900,2221
880,20862,El Cañaveral - Los Berrocales,248.0,4,3,348000,1403
881,20861,El Cañaveral - Los Berrocales,205.0,3,3,350000,1707
882,20860,Ambroz,66.0,3,1,138000,2091
883,20859,Casco Histórico de Vicálvaro,66.0,3,1,135000,2045
884,20858,Casco Histórico de Vicálvaro,68.0,3,1,138500,2037
885,20857,Ambroz,63.0,3,1,122000,1937
886,20856,Valdebernardo - Valderribas,85.0,3,2,224000,2635
887,20855,Casco Histórico de Vicálvaro,68.0,3,1,135000,1985
888,20854,Ambroz,83.0,2,2,210000,2530
889,20853,Ambroz,66.0,3,1,165000,2500
890,20852,Ambroz,60.0,3,1,132000,2200
891,20851,Ambroz,60.0,2,1,125000,2083
892,20850,El Cañaveral - Los Berrocales,105.0,2,2,223900,2132
893,20849,El Cañaveral - Los Berrocales,64.0,1,1,166000,2594
894,20848,Ambroz,61.0,3,1,130000,2131
895,20847,El Cañaveral - Los Berrocales,100.0,3,2,198958,1990
896,20846,El Cañaveral - Los Berrocales,149.0,3,3,336403,2258
897,20845,El Cañaveral - Los Berrocales,149.0,3,3,333279,2237
898,20844,Vicálvaro,61.0,3,1,125000,2049
899,20843,Vicálvaro,74.0,3,3,190000,2568
900,20842,Valdebernardo - Valderribas,98.0,3,2,326000,3327
901,20841,Vicálvaro,106.0,4,2,295000,2783
902,20840,El Cañaveral - Los Berrocales,103.0,3,2,267000,2592
903,20839,El Cañaveral - Los Berrocales,129.0,3,2,260000,2016
904,20838,Valdebernardo - Valderribas,100.0,2,2,264000,2640
905,20837,Casco Histórico de Vicálvaro,56.0,2,1,110000,1964
906,20836,Casco Histórico de Vicálvaro,104.0,3,2,212000,2038
907,20835,Casco Histórico de Vicálvaro,54.0,2,1,115000,2130
908,20834,Ambroz,100.0,3,3,269900,2699
909,20833,El Cañaveral - Los Berrocales,113.0,3,2,299999,2655
910,20832,Ambroz,65.0,3,1,135000,2077
911,20831,El Cañaveral - Los Berrocales,166.0,4,3,446000,2687
912,20830,El Cañaveral - Los Berrocales,173.0,4,3,465000,2688
913,20829,El Cañaveral - Los Berrocales,173.0,4,3,457000,2642
914,20828,Casco Histórico de Vicálvaro,71.0,2,1,165000,2324
915,20827,Valdebernardo - Valderribas,91.0,2,2,270000,2967
916,20826,El Cañaveral - Los Berrocales,94.0,2,2,221000,2351
917,20825,El Cañaveral - Los Berrocales,94.0,2,2,208000,2213
918,20824,El Cañaveral - Los Berrocales,94.0,2,2,211000,2245
919,20823,El Cañaveral - Los Berrocales,91.0,2,2,202000,2220
920,20822,El Cañaveral - Los Berrocales,94.0,2,2,240000,2553
921,20821,El Cañaveral - Los Berrocales,125.0,3,2,333000,2664
922,20820,Casco Histórico de Vicálvaro,60.0,2,1,135000,2250
923,20819,El Cañaveral - Los Berrocales,265.0,4,3,340870,1286
924,20818,El Cañaveral - Los Berrocales,265.0,4,3,340700,1286
925,20817,El Cañaveral - Los Berrocales,128.0,4,2,374000,2922
926,20816,El Cañaveral - Los Berrocales,88.0,2,2,222000,2523
927,20815,El Cañaveral - Los Berrocales,128.0,4,2,293000,2289
928,20814,El Cañaveral - Los Berrocales,102.0,3,2,284000,2784
929,20813,El Cañaveral - Los Berrocales,88.0,2,2,222000,2523
930,20812,El Cañaveral - Los Berrocales,109.0,3,2,321000,2945
931,20811,El Cañaveral - Los Berrocales,89.0,2,2,270500,3039
932,20810,El Cañaveral - Los Berrocales,90.0,2,2,217500,2417
933,20809,El Cañaveral - Los Berrocales,144.0,4,2,354500,2462
934,20808,El Cañaveral - Los Berrocales,107.0,3,2,253500,2369
935,20807,El Cañaveral - Los Berrocales,52.0,1,1,164500,3163
936,20806,El Cañaveral - Los Berrocales,159.0,4,2,396500,2494
937,20805,El Cañaveral - Los Berrocales,122.0,3,2,383500,3143
938,20804,El Cañaveral - Los Berrocales,105.0,3,2,260000,2476
939,20803,El Cañaveral - Los Berrocales,49.0,1,1,169500,3459
940,20802,El Cañaveral - Los Berrocales,84.0,2,2,227000,2702
941,20801,El Cañaveral - Los Berrocales,55.0,1,1,173800,3160
942,20800,El Cañaveral - Los Berrocales,107.0,3,2,265000,2477
943,20799,El Cañaveral - Los Berrocales,113.0,3,2,285000,2522
944,20798,El Cañaveral - Los Berrocales,113.0,3,2,277000,2451
945,20797,El Cañaveral - Los Berrocales,106.0,3,2,270000,2547
946,20796,El Cañaveral - Los Berrocales,117.0,3,2,283900,2426
947,20795,El Cañaveral - Los Berrocales,268.0,4,3,341767,1275
948,20794,El Cañaveral - Los Berrocales,98.0,2,2,323000,3296
949,20793,El Cañaveral - Los Berrocales,98.0,2,2,323000,3296
950,20792,El Cañaveral - Los Berrocales,95.0,2,2,346000,3642
951,20791,Vicálvaro,73.0,3,1,155000,2123
952,20790,El Cañaveral - Los Berrocales,166.0,4,3,446000,2687
953,20789,El Cañaveral - Los Berrocales,172.0,4,3,440000,2558
954,20788,El Cañaveral - Los Berrocales,173.0,4,3,465000,2688
955,20787,El Cañaveral - Los Berrocales,174.0,4,3,465000,2672
956,20786,El Cañaveral - Los Berrocales,87.0,3,2,198172,2278
957,20785,El Cañaveral - Los Berrocales,89.0,3,2,201373,2263
958,20784,Valdebernardo - Valderribas,160.0,4,3,460000,2875
959,20783,Valdebernardo - Valderribas,115.0,3,2,320000,2783
960,20782,Valdebernardo - Valderribas,75.0,3,2,260000,3467
961,20781,Casco Histórico de Vicálvaro,65.0,2,1,139950,2153
962,20780,Ambroz,60.0,3,1,116000,1933
963,20779,Casco Histórico de Vicálvaro,69.0,3,1,116000,1681
964,20778,Casco Histórico de Vicálvaro,42.0,2,1,104200,2481
965,20777,El Cañaveral - Los Berrocales,125.0,3,2,354900,2839
966,20776,El Cañaveral - Los Berrocales,127.0,3,2,281900,2220
967,20775,El Cañaveral - Los Berrocales,125.0,3,2,402900,3223
968,20774,El Cañaveral - Los Berrocales,125.0,3,2,268900,2151
969,20773,El Cañaveral - Los Berrocales,105.0,2,2,287900,2742
970,20772,El Cañaveral - Los Berrocales,125.0,3,2,391000,3128
971,20771,El Cañaveral - Los Berrocales,124.0,3,2,369000,2976
